hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,bookingID,date_str,arrival_date,total_stay,lead_time_bracket,adr_category,total_nights,estimated_revenue
"Anaheim Marriott Anaheim, CA",0,262,2017,September,39,21,1,3,2,0.0,0,HB,BEL,Groups,Corporate,0,0,0,A,A,0,No Deposit,183.0,0,Transient-Party,89.2,0,0,Check-Out,2017-09-25,57664,2017-September-21,2017-09-21,4,181-360 Hari,Medium Price,4,356.8
"Courtyard by Marriott Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",1,277,2018,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0.0,0,Transient,100.0,0,0,Canceled,2018-04-04,57665,2018-November-7,2018-11-07,3,181-360 Hari,High Price,3,300.0
"W Barcelona Barcelona, Spain",0,23,2018,November,46,12,2,5,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,175.0,0,Transient,57.39,0,0,Check-Out,2018-11-19,57666,2018-November-12,2018-11-12,7,0-30 Hari,Low Price,7,401.73
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",0,12,2017,November,47,17,0,4,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,115.0,0,Transient,65.9,0,0,Check-Out,2017-11-21,57667,2017-November-17,2017-11-17,4,0-30 Hari,Low Price,4,263.6
"Fort Worth University Drive Courtyard Fort Worth, TX",0,20,2019,February,7,13,1,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient,108.0,0,0,Check-Out,2019-02-15,57668,2019-February-13,2019-02-13,2,0-30 Hari,High Price,2,216.0
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",0,77,2019,March,12,25,2,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,100.3,0,1,Check-Out,2019-03-29,57669,2019-March-25,2019-03-25,4,61-90 Hari,High Price,4,401.2
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",0,35,2018,March,13,23,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,0,Transient,86.33,1,0,Check-Out,2018-03-26,57670,2018-March-23,2018-03-23,3,31-60 Hari,Medium Price,3,258.99
"Baton Rouge Acadian Centre/LSU Area Courtyard Baton Rouge, LA",1,142,2018,April,17,22,2,3,1,0.0,0,BB,POL,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,0,Transient,89.0,0,0,Canceled,2018-01-18,57671,2018-April-22,2018-04-22,5,91-180 Hari,Medium Price,5,445.0
"Chicago O'Hare Courtyard Des Plaines, IL",1,52,2019,March,11,13,1,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,56.0,0,Transient,80.0,0,0,Canceled,2019-01-20,57672,2019-March-13,2019-03-13,2,31-60 Hari,Medium Price,2,160.0
"Berlin Marriott Hotel Berlin, Germany",1,299,2017,August,33,12,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0,Transient-Party,62.0,0,0,Canceled,2017-07-02,57673,2017-August-12,2017-08-12,2,181-360 Hari,Low Price,2,124.0
"Courtyard by Marriott Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",1,40,2018,March,10,1,0,3,1,0.0,0,BB,COL,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,0,Transient,88.5,0,0,Canceled,2018-01-24,57674,2018-March-1,2018-03-01,3,31-60 Hari,Medium Price,3,265.5
"Anaheim Marriott Anaheim, CA",0,1,2018,March,14,30,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,68.0,0,0,Check-Out,2018-03-31,57675,2018-March-30,2018-03-30,1,0-30 Hari,Low Price,1,68.0
"Orlando International Drive/Convention Center Courtyard Orlando, FL",0,25,2018,February,7,11,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,93.0,0,1,Check-Out,2018-02-14,57676,2018-February-11,2018-02-11,3,0-30 Hari,Medium Price,3,279.0
"St. Louis Downtown West Courtyard St. Louis, MO",0,88,2018,April,17,23,2,5,2,0.0,0,BB,DNK,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,253.0,0,Transient,49.5,0,0,Check-Out,2018-04-30,57677,2018-April-23,2018-04-23,7,61-90 Hari,Low Price,7,346.5
"Louisville East Courtyard Louisville, KY",0,30,2018,September,38,15,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,104.64,0,1,Check-Out,2018-09-17,57678,2018-September-15,2018-09-15,2,0-30 Hari,High Price,2,209.28
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",0,9,2017,October,43,24,4,7,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,63.82,0,2,Check-Out,2017-11-04,57680,2017-October-24,2017-10-24,11,0-30 Hari,Low Price,11,702.02
"Heidelberg Marriott Hotel Heidelberg, Germany",0,82,2019,February,7,12,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,68.47,0,0,Check-Out,2019-02-15,57681,2019-February-12,2019-02-12,3,61-90 Hari,Low Price,3,205.41
"Spokane Downtown at the Convention Center Courtyard Spokane, WA",0,18,2019,May,21,22,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315.0,0,Transient-Party,120.0,0,1,Check-Out,2019-05-24,57682,2019-May-22,2019-05-22,2,0-30 Hari,High Price,2,240.0
"Hotel Alfonso XIII, a Luxury Collection Hotel, Seville Seville, Spain",0,2,2018,March,14,27,2,1,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,83.0,0,Transient,100.47,1,1,Check-Out,2018-03-30,57683,2018-March-27,2018-03-27,3,0-30 Hari,High Price,3,301.40999999999997
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,48,2019,February,8,22,0,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0.0,0,Transient-Party,65.0,0,1,Check-Out,2019-02-24,57684,2019-February-22,2019-02-22,2,31-60 Hari,Low Price,2,130.0
"Tamarind, Barbados Barbados",0,109,2019,August,32,9,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0,Transient,185.0,0,1,Check-Out,2019-08-12,57685,2019-August-9,2019-08-09,3,91-180 Hari,Premium Price,3,555.0
"Tamarind, Barbados Barbados",0,257,2017,July,27,1,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient,101.5,0,0,Check-Out,2017-07-03,57686,2017-July-1,2017-07-01,2,181-360 Hari,High Price,2,203.0
"Tamarind, Barbados Barbados",1,267,2018,August,32,3,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0,Transient,157.5,0,1,Canceled,2017-11-17,57687,2018-August-3,2018-08-03,7,181-360 Hari,Premium Price,7,1102.5
"Spokane Downtown at the Convention Center Courtyard Spokane, WA",0,115,2018,February,9,27,2,3,1,0.0,0,BB,MAR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,134.0,0,Transient-Party,75.0,0,0,Check-Out,2018-03-03,57688,2018-February-27,2018-02-27,5,91-180 Hari,Medium Price,5,375.0
"Fort Worth University Drive Courtyard Fort Worth, TX",1,61,2019,February,7,13,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,95.4,0,0,Canceled,2018-12-14,57689,2019-February-13,2019-02-13,3,61-90 Hari,High Price,3,286.20000000000005
"Greensboro Courtyard Greensboro, NC",0,72,2017,July,31,29,0,2,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,134.0,0,2,Check-Out,2017-07-31,57690,2017-July-29,2017-07-29,2,61-90 Hari,Premium Price,2,268.0
"Sheraton Lima Hotel & Convention Center Lima, Peru",0,151,2018,July,28,3,2,3,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0,Transient,300.0,0,0,Check-Out,2018-07-08,57691,2018-July-3,2018-07-03,5,91-180 Hari,Premium Price,5,1500.0
"Protea Hotel by Marriott Cape Town Sea Point Cape Town, South Africa",0,177,2018,October,42,14,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,0,Transient,80.75,0,0,Check-Out,2018-10-17,57692,2018-October-14,2018-10-14,3,91-180 Hari,Medium Price,3,242.25
"Courtyard by Marriott Paris Gare de Lyon Paris, France",0,81,2018,December,52,23,2,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,119.0,0,0,Check-Out,2018-12-28,57693,2018-December-23,2018-12-23,5,61-90 Hari,High Price,5,595.0
"Spokane Downtown at the Convention Center Courtyard Spokane, WA",0,0,2018,January,5,29,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0.0,0,Transient,45.0,0,0,Check-Out,2018-01-30,57694,2018-January-29,2018-01-29,1,,Low Price,1,45.0
"Heidelberg Marriott Hotel Heidelberg, Germany",0,42,2019,May,21,21,2,2,2,1.0,0,BB,IND,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,0,Transient,176.0,1,0,Check-Out,2019-05-25,57695,2019-May-21,2019-05-21,4,31-60 Hari,Premium Price,4,704.0
"St. Louis Downtown West Courtyard St. Louis, MO",0,311,2019,June,26,25,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9.0,0,Transient,99.0,0,0,Check-Out,2019-06-29,57696,2019-June-25,2019-06-25,4,181-360 Hari,High Price,4,396.0
"Orlando Airport Courtyard Orlando, FL",0,39,2019,June,24,13,0,4,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,229.0,0,Transient-Party,80.0,0,0,Check-Out,2019-06-17,57697,2019-June-13,2019-06-13,4,31-60 Hari,Medium Price,4,320.0
"The House, Barbados Barbados",0,0,2017,November,45,7,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,52.4,1,1,Check-Out,2017-11-08,57698,2017-November-7,2017-11-07,1,,Low Price,1,52.4
"Des Moines West/Clive Courtyard Clive, IA",1,330,2017,September,37,12,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Canceled,2017-07-06,57699,2017-September-12,2017-09-12,4,181-360 Hari,Low Price,4,248.0
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",0,64,2019,July,26,1,1,1,1,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Transient,120.0,0,1,Check-Out,2019-07-03,57700,2019-July-1,2019-07-01,2,61-90 Hari,High Price,2,240.0
"Colony Club, Barbados Barbados",1,123,2017,July,29,18,2,2,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0,Transient,157.0,0,2,Canceled,2017-06-04,57701,2017-July-18,2017-07-18,4,91-180 Hari,Premium Price,4,628.0
"The House, Barbados Barbados",0,164,2017,October,40,2,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,19.0,0,Transient-Party,100.0,0,0,Check-Out,2017-10-04,57702,2017-October-2,2017-10-02,2,91-180 Hari,High Price,2,200.0
"Baltimore BWI Airport Courtyard Linthicum, MD",1,219,2017,September,36,4,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,3.0,0,Transient-Party,80.0,0,0,Canceled,2017-06-27,57703,2017-September-4,2017-09-04,3,181-360 Hari,Medium Price,3,240.0
"Tamarind, Barbados Barbados",0,1,2017,August,32,8,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,191.0,1,2,Check-Out,2017-08-09,57704,2017-August-8,2017-08-08,1,0-30 Hari,Premium Price,1,191.0
"Heidelberg Marriott Hotel Heidelberg, Germany",0,138,2018,August,33,9,0,5,2,1.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,C,2,No Deposit,7.0,0,Transient,101.49,0,1,Check-Out,2018-08-14,57705,2018-August-9,2018-08-09,5,91-180 Hari,High Price,5,507.45
"Renaissance New York Times Square Hotel New York, NY",0,233,2018,September,39,18,1,0,2,0.0,0,HB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,0,Transient-Party,104.0,0,1,Check-Out,2018-09-19,57706,2018-September-18,2018-09-18,1,181-360 Hari,High Price,1,104.0
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",0,306,2019,June,25,21,3,9,2,0.0,0,Undefined,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,0,Transient,157.7,0,0,Check-Out,2019-07-03,57707,2019-June-21,2019-06-21,12,181-360 Hari,Premium Price,12,1892.3999999999999
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",1,272,2017,July,29,16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,0,Contract,62.0,0,0,Canceled,2017-01-01,57708,2017-July-16,2017-07-16,2,181-360 Hari,Low Price,2,124.0
"Albuquerque Airport Courtyard Albuquerque, NM",0,155,2018,May,22,22,3,5,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,F,F,9,No Deposit,9.0,0,Transient,177.35,0,0,Check-Out,2018-05-30,57709,2018-May-22,2018-05-22,8,91-180 Hari,Premium Price,8,1418.8
"Greensboro Courtyard Greensboro, NC",1,66,2018,December,50,7,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,102.6,0,1,Canceled,2018-10-12,57710,2018-December-7,2018-12-07,3,61-90 Hari,High Price,3,307.79999999999995
"W New York – Times Square New York, NY",0,29,2019,March,11,14,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,0,Transient,68.0,0,0,Check-Out,2019-03-18,57711,2019-March-14,2019-03-14,4,0-30 Hari,Low Price,4,272.0
"Albuquerque Airport Courtyard Albuquerque, NM",1,42,2019,February,7,14,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,90.1,0,1,Canceled,2019-01-06,57712,2019-February-14,2019-02-14,4,31-60 Hari,Medium Price,4,360.4
"Protea Hotel by Marriott Midrand Midrand, South Africa",0,8,2018,August,36,31,0,1,2,2.0,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,0,Transient,177.13,1,0,Check-Out,2018-09-01,57713,2018-August-31,2018-08-31,1,0-30 Hari,Premium Price,1,177.13
"Berlin Marriott Hotel Berlin, Germany",0,47,2018,November,46,10,0,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,130.33,0,1,Check-Out,2018-11-13,57714,2018-November-10,2018-11-10,3,31-60 Hari,Premium Price,3,390.99
"Renaissance Hamburg Hotel Hamburg, Germany",0,116,2019,March,12,24,0,2,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0,Transient-Party,90.0,0,0,Check-Out,2019-03-26,57715,2019-March-24,2019-03-24,2,91-180 Hari,Medium Price,2,180.0
"Newark Liberty International Airport Courtyard Newark, NJ",1,1,2017,October,44,28,0,3,2,0.0,0,HB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,37.0,0,Transient-Party,111.0,0,0,Canceled,2017-10-27,57716,2017-October-28,2017-10-28,3,0-30 Hari,High Price,3,333.0
"Sheraton Lima Hotel & Convention Center Lima, Peru",0,96,2018,June,25,12,4,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,F,1,No Deposit,243.0,0,Contract,83.85,0,0,Check-Out,2018-06-23,57717,2018-June-12,2018-06-12,11,91-180 Hari,Medium Price,11,922.3499999999999
"Crystal Cove, Barbados Barbados",1,199,2018,June,25,12,2,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,110.0,0,1,Canceled,2018-02-22,57718,2018-June-12,2018-06-12,5,181-360 Hari,High Price,5,550.0
"Sheraton Diana Majestic, Milan Milan, Italy",0,174,2019,May,22,28,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,0,Transient,63.0,0,0,Check-Out,2019-06-01,57719,2019-May-28,2019-05-28,4,91-180 Hari,Low Price,4,252.0
"Baton Rouge Acadian Centre/LSU Area Courtyard Baton Rouge, LA",0,89,2018,March,13,21,2,5,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient,83.66,0,1,Check-Out,2018-03-28,57720,2018-March-21,2018-03-21,7,61-90 Hari,Medium Price,7,585.62
"Renaissance Hamburg Hotel Hamburg, Germany",1,213,2018,June,24,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,62,Transient,130.0,0,0,Canceled,2018-01-08,57721,2018-June-7,2018-06-07,3,181-360 Hari,Premium Price,3,390.0
"Turtle Beach, Barbados Barbados",1,50,2019,May,21,22,1,2,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,144.0,0,1,Canceled,2019-04-09,57722,2019-May-22,2019-05-22,3,31-60 Hari,Premium Price,3,432.0
"Orlando International Drive/Convention Center Courtyard Orlando, FL",0,43,2019,July,28,12,0,1,2,0.0,0,SC,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,0,Transient,71.1,0,0,Check-Out,2019-07-13,57723,2019-July-12,2019-07-12,1,31-60 Hari,Medium Price,1,71.1
"Des Moines West/Clive Courtyard Clive, IA",0,54,2019,June,25,19,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0,Transient,146.67,0,2,Check-Out,2019-06-22,57724,2019-June-19,2019-06-19,3,31-60 Hari,Premium Price,3,440.01
"Courtyard by Marriott Paris Gare de Lyon Paris, France",0,62,2018,June,25,12,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5.0,0,Transient,57.6,0,2,Check-Out,2018-06-16,57725,2018-June-12,2018-06-12,4,61-90 Hari,Low Price,4,230.4
"Chicago O'Hare Courtyard Des Plaines, IL",1,11,2018,May,23,30,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,0,Transient,121.0,0,0,Canceled,2018-05-26,57726,2018-May-30,2018-05-30,4,0-30 Hari,High Price,4,484.0
"Sheraton Diana Majestic, Milan Milan, Italy",0,23,2019,June,24,17,1,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,C,0,No Deposit,250.0,0,Transient,145.0,0,2,Check-Out,2019-06-19,57727,2019-June-17,2019-06-17,2,0-30 Hari,Premium Price,2,290.0
"Baltimore BWI Airport Courtyard Linthicum, MD",0,0,2017,September,38,16,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,58.5,0,1,Check-Out,2017-09-17,57728,2017-September-16,2017-09-16,1,,Low Price,1,58.5
"Albuquerque Airport Courtyard Albuquerque, NM",0,40,2017,September,40,30,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,75.53,1,1,Check-Out,2017-10-05,57729,2017-September-30,2017-09-30,5,31-60 Hari,Medium Price,5,377.65
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,157,2018,January,2,4,1,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,32.4,0,2,Check-Out,2018-01-06,57730,2018-January-4,2018-01-04,2,91-180 Hari,Low Price,2,64.8
"Renaissance Santo Domingo Jaragua Hotel & Casino Santo Domingo, Dominican Republic",0,1,2018,July,31,30,2,1,2,1.0,1,BB,PRT,Direct,Direct,0,0,0,F,G,2,No Deposit,0.0,0,Transient,184.95,1,0,Check-Out,2018-08-02,57731,2018-July-30,2018-07-30,3,0-30 Hari,Premium Price,3,554.8499999999999
"Courtyard by Marriott Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,236,2018,September,38,12,2,5,2,0.0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,315.0,0,Transient,76.5,0,0,Check-Out,2018-09-19,57732,2018-September-12,2018-09-12,7,181-360 Hari,Medium Price,7,535.5
"Colony Club, Barbados Barbados",0,252,2018,December,53,28,1,4,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,81.43,0,2,Check-Out,2019-01-02,57733,2018-December-28,2018-12-28,5,181-360 Hari,Medium Price,5,407.15000000000003
"Cape Town Marriott Hotel Crystal Towers Cape Town, South Africa",0,17,2018,October,45,30,2,4,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,0,Transient,55.65,0,1,Check-Out,2018-11-05,57734,2018-October-30,2018-10-30,6,0-30 Hari,Low Price,6,333.9
"Sacramento Airport Natomas Courtyard Sacramento, CA",1,38,2019,January,2,14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,0.0,0,Transient,75.0,0,0,Canceled,2018-12-07,57735,2019-January-14,2019-01-14,1,31-60 Hari,Medium Price,1,75.0
"Crystal Cove, Barbados Barbados",1,37,2019,June,23,10,2,2,2,2.0,0,HB,PAK,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,0,Transient,228.0,0,1,Canceled,2019-05-06,57736,2019-June-10,2019-06-10,4,31-60 Hari,Premium Price,4,912.0
"Turtle Beach, Barbados Barbados",0,32,2017,November,47,20,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119.0,0,Transient-Party,73.0,0,0,Check-Out,2017-11-22,57737,2017-November-20,2017-11-20,2,31-60 Hari,Medium Price,2,146.0
"Waves, Barbados Barbados",1,18,2019,May,18,1,1,0,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,108.0,0,0,Canceled,2019-04-21,57738,2019-May-1,2019-05-01,1,0-30 Hari,High Price,1,108.0
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",1,218,2019,April,17,26,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,81.0,0,3,Canceled,2018-10-05,57739,2019-April-26,2019-04-26,5,181-360 Hari,Medium Price,5,405.0
"Frankfurt Marriott Hotel Frankfurt, Germany",1,286,2018,May,20,11,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,176,Transient-Party,101.0,0,0,Canceled,2018-01-22,57740,2018-May-11,2018-05-11,4,181-360 Hari,High Price,4,404.0
"Newark Liberty International Airport Courtyard Newark, NJ",0,39,2019,July,28,15,2,2,1,1.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0,Transient,204.16,0,1,Check-Out,2019-07-19,57741,2019-July-15,2019-07-15,4,31-60 Hari,Premium Price,4,816.64
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",0,257,2017,July,27,1,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,0,Transient,80.0,0,0,Check-Out,2017-07-03,57742,2017-July-1,2017-07-01,2,181-360 Hari,Medium Price,2,160.0
"Protea Hotel by Marriott Cape Town Sea Point Cape Town, South Africa",1,517,2018,December,50,8,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,62.8,0,0,Canceled,2017-10-21,57743,2018-December-8,2018-12-08,2,>360 Hari,Low Price,2,125.6
"Treasure Beach, Barbados Barbados",0,132,2019,June,26,29,0,3,2,0.0,0,BB,IRN,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,95.7,0,0,Check-Out,2019-07-02,57744,2019-June-29,2019-06-29,3,91-180 Hari,High Price,3,287.1
"The St. Regis Osaka Osaka, Japan",0,112,2019,July,30,23,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,155.0,0,1,Check-Out,2019-07-26,57745,2019-July-23,2019-07-23,3,91-180 Hari,Premium Price,3,465.0
"Orlando Airport Courtyard Orlando, FL",0,1,2017,October,40,3,0,1,1,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,90.0,0,0,Check-Out,2017-10-04,57746,2017-October-3,2017-10-03,1,0-30 Hari,Medium Price,1,90.0
"Courtyard by Marriott Paris Gare de Lyon Paris, France",0,3,2019,January,4,28,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0,Transient,75.0,0,0,Check-Out,2019-01-31,57747,2019-January-28,2019-01-28,3,0-30 Hari,Medium Price,3,225.0
"Las Vegas Marriott Las Vegas, NV ",0,3,2018,April,17,17,4,8,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,0,Transient,126.67,0,1,Check-Out,2018-04-29,57748,2018-April-17,2018-04-17,12,0-30 Hari,Premium Price,12,1520.04
"Crystal Cove, Barbados Barbados",1,49,2017,September,36,2,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13.0,0,Transient-Party,76.5,0,0,Canceled,2017-07-16,57749,2017-September-2,2017-09-02,3,31-60 Hari,Medium Price,3,229.5
"Leipzig Marriott Hotel Leipzig, Germany",1,98,2017,November,48,23,1,2,1,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,0,Transient-Party,84.0,0,0,Canceled,2017-09-14,57750,2017-November-23,2017-11-23,3,91-180 Hari,Medium Price,3,252.0
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",1,405,2018,August,34,18,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,62.0,0,0,Canceled,2017-10-21,57751,2018-August-18,2018-08-18,2,>360 Hari,Low Price,2,124.0
